iter	Passed	Remaining
393	9942	40526
394	9964	40488
395	9986	40449
396	10008	40412
397	10030	40374
398	10052	40335
399	10074	40297
400	10095	40257
401	10117	40219
402	10139	40181
403	10161	40144
404	10183	40106
405	10205	40068
406	10227	40031
407	10249	39993
408	10271	39955
409	10299	39940
410	10320	39902
411	10343	39865
412	10365	39828
413	10387	39792
414	10408	39754
415	10430	39717
416	10452	39679
417	10474	39641
418	10495	39602
419	10517	39564
420	10538	39527
421	10560	39488
422	10582	39452
423	10604	39416
424	10626	39379
425	10652	39360
426	10674	39324
427	10696	39288
428	10718	39252
429	10740	39216
430	10762	39181
431	10785	39147
432	10807	39111
433	10829	39077
434	10851	39042
435	10874	39007
436	10896	38973
437	10918	38937
438	10940	38903
439	10962	38868
440	10985	38834
441	11007	38801
442	11030	38767
443	11052	38732
444	11073	38695
445	11095	38660
446	11117	38626
447	11144	38606
448	11166	38571
449	11188	38536
450	11209	38500
451	11231	38466
452	11253	38431
453	11275	38396
454	11297	38362
455	11319	38327
456	11341	38293
457	11363	38259
458	11385	38225
459	11407	38190
460	11429	38156
461	11451	38122
462	11473	38089
463	11495	38055
464	11518	38022
465	11540	37988
466	11561	37953
467	11583	37919
468	11608	37895
469	11630	37859
470	11651	37823
471	11672	37786
472	11693	37751
473	11715	37716
474	11737	37683
475	11758	37647
476	11780	37615
477	11802	37581
478	11825	37549
479	11847	37516
480	11870	37486
481	11893	37455
482	11915	37424
483	11938	37394
484	11965	37377
485	11988	37345
486	12010	37313
487	12032	37279
488	12054	37247
489	12076	37214
490	12097	37180
491	12120	37148
492	12142	37116
493	12164	37085
494	12186	37052
495	12208	37020
496	12231	36988
497	12253	36958
498	12276	36927
499	12298	36896
500	12321	36867
501	12344	36838
502	12372	36823
503	12396	36794
504	12419	36765
505	12442	36735
506	12465	36706
507	12487	36676
508	12511	36649
509	12534	36620
510	12557	36591
511	12580	36562
512	12605	36538
513	12628	36510
514	12652	36483
515	12676	36457
516	12699	36427
517	12721	36397
518	12744	36367
519	12766	36335
520	12789	36305
521	12811	36275
522	12834	36245
523	12856	36215
524	12879	36184
525	12901	36153
526	12923	36121
527	12945	36090
528	12967	36060
529	12990	36029
530	13012	35998
531	13034	35967
532	13056	35936
533	13079	35906
534	13100	35874
535	13122	35842
536	13144	35809
537	13165	35776
538	13186	35744
539	13208	35712
540	13230	35680
541	13252	35649
542	13274	35618
543	13295	35585
544	13317	35553
545	13338	35520
546	13360	35489
547	13382	35458
548	13404	35426
549	13429	35405
550	13451	35375
551	13473	35342
552	13494	35309
553	13515	35276
554	13536	35242
555	13557	35210
556	13579	35179
557	13600	35148
558	13622	35116
559	13643	35083
560	13665	35051
561	13686	35019
562	13708	34988
563	13729	34956
564	13751	34925
565	13772	34894
566	13793	34861
567	13815	34829
568	13836	34798
569	13858	34767
570	13880	34736
571	13901	34705
572	13923	34674
573	13944	34643
574	13966	34613
575	13988	34583
576	14011	34554
577	14032	34524
578	14054	34493
579	14077	34464
580	14099	34435
581	14122	34407
582	14145	34379
583	14167	34352
584	14190	34323
585	14213	34295
586	14235	34268
587	14258	34240
588	14281	34213
589	14304	34185
590	14327	34157
591	14349	34127
592	14371	34099
593	14393	34070
594	14416	34042
595	14439	34014
596	14467	33998
597	14489	33970
598	14512	33942
599	14534	33914
600	14557	33887
601	14580	33858
602	14602	33829
603	14624	33801
604	14647	33773
605	14669	33744
606	14692	33716
607	14713	33687
608	14737	33660
609	14759	33631
610	14780	33601
611	14802	33571
612	14824	33542
613	14846	33513
614	14868	33484
615	14890	33455
616	14912	33426
617	14934	33397
618	14956	33368
619	14978	33339
620	15001	33311
621	15023	33284
622	15046	33255
623	15068	33228
624	15091	33200
625	15113	33171
626	15135	33143
627	15157	33114
628	15179	33085
629	15201	33056
630	15223	33028
631	15245	32999
632	15267	32970
633	15289	32942
634	15311	32913
635	15333	32884
636	15355	32856
637	15377	32828
638	15400	32800
639	15422	32772
640	15444	32743
641	15466	32715
642	15488	32688
643	15515	32668
644	15537	32639
645	15559	32611
646	15581	32584
647	15604	32557
648	15626	32529
649	15648	32501
650	15670	32472
651	15693	32445
652	15715	32417
653	15737	32388
654	15759	32361
655	15781	32332
656	15803	32304
657	15825	32276
658	15848	32249
659	15870	32221
660	15892	32193
661	15914	32164
662	15936	32136
663	15958	32108
664	15980	32080
665	16002	32052
666	16023	32023
667	16045	31994
668	16066	31965
669	16088	31936
670	16109	31907
671	16131	31878
672	16152	31848
673	16173	31819
674	16195	31790
675	16217	31762
676	16238	31733
677	16260	31705
678	16282	31677
679	16304	31649
680	16325	31620
681	16347	31592
682	16369	31564
683	16391	31536
684	16413	31509
685	16435	31481
686	16457	31453
687	16479	31425
688	16501	31398
689	16523	31370
690	16550	31352
691	16572	31325
692	16594	31297
693	16616	31269
694	16638	31242
695	16660	31214
696	16682	31187
697	16704	31160
698	16727	31132
699	16749	31105
700	16771	31078
701	16793	31051
702	16815	31024
703	16837	30996
704	16860	30969
705	16882	30943
706	16904	30916
707	16927	30890
708	16949	30863
709	16971	30836
710	16994	30810
711	17016	30783
712	17038	30756
713	17061	30729
714	17083	30702
715	17105	30675
716	17128	30649
717	17150	30621
718	17172	30595
719	17194	30568
720	17217	30542
721	17239	30516
722	17261	30489
723	17284	30462
724	17306	30435
725	17328	30409
726	17351	30383
727	17373	30356
728	17395	30329
729	17418	30303
730	17440	30276
731	17462	30249
732	17485	30223
733	17506	30195
734	17529	30169
735	17551	30143
736	17578	30124
737	17601	30098
738	17624	30072
739	17646	30046
740	17669	30021
741	17692	29996
742	17715	29970
743	17738	29945
744	17761	29919
745	17783	29893
746	17806	29868
747	17829	29843
748	17852	29817
749	17874	29791
750	17897	29765
751	17920	29739
752	17942	29713
753	17964	29687
754	17987	29662
755	18010	29636
756	18034	29612
757	18056	29586
758	18078	29558
759	18100	29531
760	18121	29504
761	18143	29477
762	18165	29449
763	18187	29422
764	18209	29396
765	18231	29370
766	18253	29343
767	18275	29317
768	18297	29291
769	18320	29264
770	18342	29237
771	18363	29210
772	18385	29183
773	18407	29157
774	18429	29131
775	18451	29104
776	18473	29077
777	18495	29050
778	18519	29026
779	18540	28999
780	18562	28972
781	18591	28956
782	18613	28930
783	18635	28903
784	18658	28879
785	18680	28853
786	18703	28827
787	18725	28801
788	18748	28775
789	18770	28750
790	18793	28724
791	18816	28699
792	18838	28672
793	18860	28646
794	18882	28621
795	18905	28595
796	18927	28569
797	18949	28543
798	18972	28517
799	19001	28502
800	19023	28476
801	19046	28450
802	19068	28424
803	19091	28399
804	19113	28373
805	19135	28347
806	19158	28322
807	19181	28296
808	19203	28270
809	19225	28245
810	19248	28219
811	19270	28193
812	19293	28168
813	19315	28143
814	19338	28117
815	19360	28092
816	19382	28066
817	19409	28046
818	19432	28021
819	19455	27996
820	19477	27970
821	19499	27944
822	19522	27919
823	19544	27893
824	19567	27868
825	19594	27849
826	19619	27828
827	19645	27807
828	19670	27786
829	19696	27764
830	19721	27743
831	19747	27722
832	19773	27702
833	19798	27680
834	19824	27658
835	19850	27638
836	19881	27625
837	19907	27603
838	19928	27577
839	19949	27549
840	19970	27521
841	19991	27494
842	20012	27467
843	20033	27439
844	20055	27412
845	20076	27385
846	20097	27358
847	20118	27331
848	20140	27304
849	20161	27277
850	20182	27249
851	20205	27224
852	20226	27197
853	20248	27171
854	20269	27144
855	20290	27117
856	20312	27090
857	20334	27064
858	20361	27045
859	20382	27018
860	20403	26991
861	20424	26964
862	20445	26937
863	20466	26909
864	20488	26883
865	20509	26856
866	20530	26829
867	20552	26803
868	20573	26775
869	20594	26749
870	20615	26722
871	20637	26696
872	20658	26669
873	20680	26642
874	20701	26615
875	20727	26595
876	20748	26568
877	20770	26542
878	20791	26515
879	20812	26489
880	20833	26461
881	20854	26435
882	20876	26408
883	20897	26381
884	20918	26354
885	20939	26327
886	20960	26301
887	20982	26275
888	21004	26249
889	21025	26223
890	21046	26196
891	21068	26170
892	21090	26144
893	21112	26118
894	21133	26092
895	21155	26066
896	21176	26040
897	21203	26020
898	21224	25994
899	21246	25967
900	21268	25942
901	21290	25916
902	21312	25890
903	21334	25865
904	21356	25840
905	21378	25814
906	21400	25789
907	21422	25763
908	21444	25737
909	21466	25712
910	21488	25686
911	21509	25660
912	21531	25635
913	21553	25609
914	21575	25583
915	21597	25558
916	21619	25533
917	21641	25507
918	21662	25481
919	21689	25461
920	21711	25435
921	21733	25410
922	21755	25385
923	21777	25359
924	21798	25333
925	21820	25308
926	21842	25283
927	21864	25257
928	21886	25231
929	21908	25206
930	21930	25181
931	21951	25155
932	21973	25129
933	21995	25103
934	22017	25078
935	22038	25052
936	22060	25027
937	22082	25001
938	22103	24975
939	22125	24950
940	22147	24924
941	22174	24904
942	22195	24879
943	22217	24853
944	22239	24828
945	22261	24802
946	22283	24777
947	22305	24752
948	22327	24727
949	22350	24703
950	22373	24678
951	22395	24653
952	22417	24629
953	22439	24604
954	22462	24579
955	22484	24554
956	22507	24529
957	22529	24504
958	22551	24479
959	22573	24454
960	22596	24430
961	22618	24405
962	22646	24386
963	22668	24361
964	22690	24336
965	22712	24311
966	22735	24286
967	22757	24262
968	22779	24236
969	22802	24212
970	22824	24187
971	22846	24163
972	22869	24139
973	22892	24115
974	22914	24089
975	22936	24064
976	22958	24039
977	22980	24014
978	23001	23988
979	23023	23963
980	23045	23938
981	23067	23913
982	23088	23887
983	23110	23862
984	23137	23842
985	23159	23817
986	23181	23791
987	23202	23766
988	23224	23741
989	23246	23715
990	23267	23690
991	23289	23665
992	23312	23640
993	23335	23616
994	23358	23592
995	23380	23568
996	23403	23544
997	23425	23519
998	23448	23495
999	23470	23470
1000	23493	23446
1001	23515	23421
1002	23538	23397
1003	23560	23373
1004	23583	23349
1005	23611	23329
1006	23634	23305
1007	23657	23281
1008	23679	23257
1009	23703	23233
1010	23725	23208
1011	23746	23183
1012	23769	23159
1013	23791	23134
1014	23813	23110
1015	23836	23085
1016	23859	23061
1017	23881	23036
1018	23903	23012
1019	23925	22987
1020	23947	22962
1021	23968	22936
1022	23990	22911
1023	24011	22886
1024	24036	22863
1025	24057	22838
1026	24078	22812
1027	24106	22793
1028	24127	22767
1029	24149	22742
1030	24171	22717
1031	24192	22692
1032	24214	22667
1033	24235	22641
1034	24257	22616
1035	24278	22591
1036	24300	22566
1037	24322	22541
1038	24343	22516
1039	24364	22490
1040	24385	22464
1041	24407	22439
1042	24429	22414
1043	24451	22390
1044	24472	22364
1045	24494	22339
1046	24515	22314
1047	24537	22289
1048	24558	22264
1049	24580	22239
1050	24602	22214
1051	24623	22189
1052	24645	22164
1053	24667	22139
1054	24688	22114
1055	24711	22090
1056	24732	22065
1057	24754	22040
1058	24776	22016
1059	24798	21991
1060	24820	21966
1061	24842	21941
1062	24863	21916
1063	24885	21892
1064	24907	21867
1065	24929	21842
1066	24951	21817
1067	24972	21792
1068	24994	21768
1069	25016	21743
1070	25039	21719
1071	25060	21693
1072	25081	21668
1073	25102	21643
1074	25129	21623
1075	25152	21599
1076	25174	21574
1077	25196	21550
1078	25218	21525
1079	25240	21501
1080	25262	21476
1081	25284	21451
1082	25306	21427
1083	25328	21402
1084	25350	21378
1085	25372	21354
1086	25394	21329
1087	25416	21304
1088	25437	21279
1089	25459	21254
1090	25480	21230
1091	25502	21205
1092	25523	21179
1093	25544	21154
1094	25566	21130
1095	25588	21105
1096	25609	21080
1097	25630	21055
1098	25652	21030
1099	25673	21005
1100	25695	20980
1101	25716	20955
1102	25737	20930
1103	25758	20905
1104	25780	20880
1105	25801	20855
1106	25823	20831
1107	25845	20806
1108	25866	20782
1109	25888	20757
1110	25909	20732
1111	25932	20708
1112	25953	20683
1113	25975	20658
1114	25996	20633
1115	26017	20609
1116	26039	20584
1117	26060	20559
1118	26081	20534
1119	26103	20509
1120	26125	20485
1121	26147	20460
1122	26173	20439
1123	26194	20415
1124	26216	20390
1125	26237	20365
1126	26258	20340
1127	26280	20316
1128	26301	20291
1129	26323	20266
1130	26345	20242
1131	26366	20217
1132	26387	20192
1133	26409	20167
1134	26430	20143
1135	26451	20118
1136	26472	20093
1137	26494	20068
1138	26516	20044
1139	26538	20019
1140	26559	19995
1141	26581	19970
1142	26602	19946
1143	26623	19921
1144	26645	19896
1145	26666	19872
1146	26688	19847
1147	26710	19823
1148	26731	19798
1149	26753	19774
1150	26774	19749
1151	26796	19725
1152	26817	19700
1153	26838	19675
1154	26860	19651
1155	26881	19626
1156	26903	19602
1157	26925	19577
1158	26946	19553
1159	26968	19529
1160	26990	19504
1161	27011	19480
1162	27033	19455
1163	27056	19432
1164	27078	19407
1165	27100	19383
1166	27122	19359
1167	27144	19336
1168	27167	19312
1169	27189	19287
1170	27215	19266
1171	27238	19243
1172	27260	19219
1173	27282	19195
1174	27304	19171
1175	27327	19147
1176	27349	19123
1177	27372	19100
1178	27395	19076
1179	27417	19052
1180	27439	19028
1181	27461	19004
1182	27484	18980
1183	27506	18957
1184	27528	18933
1185	27551	18909
1186	27574	18886
1187	27597	18863
1188	27620	18839
1189	27643	18816
1190	27666	18792
1191	27688	18769
1192	27711	18745
1193	27735	18722
1194	27758	18698
1195	27781	18675
1196	27804	18652
1197	27826	18628
1198	27848	18604
1199	27870	18580
1200	27893	18556
1201	27915	18533
1202	27938	18509
1203	27961	18485
1204	27983	18462
1205	28005	18438
1206	28028	18414
1207	28049	18390
1208	28071	18366
1209	28093	18341
1210	28121	18321
1211	28142	18297
1212	28163	18272
1213	28185	18248
1214	28207	18224
1215	28229	18200
1216	28251	18176
1217	28273	18152
1218	28294	18128
1219	28317	18104
1220	28339	18080
1221	28362	18057
1222	28384	18033
1223	28406	18009
1224	28428	17985
1225	28449	17961
1226	28471	17937
1227	28494	17913
1228	28517	17889
1229	28539	17866
1230	28561	17842
1231	28583	17818
1232	28610	17797
1233	28632	17773
1234	28654	17749
1235	28676	17725
1236	28699	17702
1237	28721	17678
1238	28742	17654
1239	28764	17629
1240	28787	17606
1241	28809	17582
1242	28831	17558
1243	28853	17535
1244	28876	17511
1245	28898	17487
1246	28920	17463
1247	28943	17440
1248	28965	17416
1249	28987	17392
1250	29010	17368
1251	29032	17345
1252	29054	17321
1253	29077	17297
1254	29104	17276
1255	29126	17253
1256	29148	17229
1257	29170	17205
1258	29196	17184
1259	29219	17160
1260	29241	17136
1261	29263	17112
1262	29285	17089
1263	29308	17065
1264	29330	17042
1265	29353	17018
1266	29374	16994
1267	29396	16970
1268	29418	16946
1269	29440	16922
1270	29462	16898
1271	29484	16874
1272	29506	16851
1273	29528	16827
1274	29555	16806
1275	29577	16782
1276	29599	16758
1277	29620	16734
1278	29642	16710
1279	29664	16686
1280	29686	16662
1281	29707	16638
1282	29729	16613
1283	29750	16590
1284	29772	16565
1285	29794	16541
1286	29815	16517
1287	29837	16494
1288	29859	16470
1289	29883	16447
1290	29904	16423
1291	29932	16402
1292	29954	16378
1293	29976	16354
1294	29997	16330
1295	30019	16306
1296	30041	16283
1297	30063	16259
1298	30086	16236
1299	30108	16212
1300	30131	16189
1301	30154	16165
1302	30177	16142
1303	30201	16119
1304	30224	16096
1305	30248	16073
1306	30271	16050
1307	30295	16027
1308	30318	16004
1309	30341	15981
1310	30365	15958
1311	30388	15935
1312	30417	15915
1313	30440	15891
1314	30463	15868
1315	30486	15845
1316	30510	15822
1317	30533	15799
1318	30557	15777
1319	30580	15753
1320	30603	15730
1321	30624	15706
1322	30646	15682
1323	30668	15658
1324	30690	15634
1325	30713	15611
1326	30736	15588
1327	30758	15564
1328	30780	15540
1329	30803	15517
1330	30824	15493
1331	30846	15469
1332	30869	15446
1333	30896	15424
1334	30918	15401
1335	30941	15377
1336	30963	15354
1337	30985	15330
1338	31009	15307
1339	31032	15284
1340	31055	15261
1341	31079	15238
1342	31102	15215
1343	31126	15192
1344	31150	15170
1345	31175	15147
1346	31199	15124
1347	31222	15101
1348	31244	15078
1349	31268	15055
1350	31290	15031
1351	31312	15007
1352	31335	14984
1353	31358	14961
1354	31386	14940
1355	31409	14917
1356	31432	14893
1357	31455	14870
1358	31478	14847
1359	31501	14824
1360	31524	14800
1361	31547	14777
1362	31570	14754
1363	31593	14731
1364	31615	14707
1365	31637	14684
1366	31660	14660
1367	31683	14637
1368	31705	14613
1369	31728	14590
1370	31756	14569
1371	31779	14546
1372	31801	14522
1373	31823	14498
1374	31845	14475
1375	31868	14451
1376	31890	14428
1377	31913	14405
1378	31936	14381
1379	31959	14358
1380	31981	14335
1381	32004	14311
1382	32028	14288
1383	32051	14265
1384	32073	14242
1385	32097	14219
1386	32121	14196
1387	32144	14173
1388	32167	14149
1389	32196	14129
1390	32218	14105
1391	32242	14082
1392	32265	14059
1393	32289	14036
1394	32313	14014
1395	32336	13991
1396	32360	13968
1397	32384	13945
1398	32408	13922
1399	32432	13899
1400	32455	13876
1401	32479	13853
1402	32503	13830
1403	32526	13807
1404	32555	13787
1405	32579	13764
1406	32602	13740
1407	32625	13717
1408	32649	13694
1409	32673	13671
1410	32696	13648
1411	32719	13625
1412	32742	13602
1413	32766	13579
1414	32789	13556
1415	32813	13533
1416	32837	13510
1417	32861	13487
1418	32884	13464
1419	32908	13441
1420	32931	13418
1421	32955	13395
1422	32978	13372
1423	33001	13348
1424	33022	13325
1425	33053	13304
1426	33076	13281
1427	33099	13258
1428	33121	13234
1429	33143	13211
1430	33166	13187
1431	33188	13164
1432	33211	13140
1433	33233	13117
1434	33255	13093
1435	33277	13069
1436	33299	13046
1437	33321	13022
1438	33343	12998
1439	33364	12975
1440	33386	12951
1441	33407	12927
1442	33429	12903
1443	33451	12880
1444	33473	12856
1445	33496	12833
1446	33520	12810
1447	33542	12786
1448	33565	12763
1449	33587	12740
1450	33610	12716
1451	33632	12693
1452	33654	12669
1453	33677	12646
1454	33699	12622
1455	33721	12599
1456	33744	12576
1457	33767	12552
1458	33789	12529
1459	33812	12505
1460	33834	12482
1461	33857	12459
1462	33882	12436
1463	33905	12413
1464	33928	12390
1465	33951	12367
1466	33974	12343
1467	33997	12320
1468	34019	12297
1469	34042	12273
1470	34064	12250
1471	34086	12226
1472	34108	12203
1473	34130	12179
1474	34152	12156
1475	34175	12132
1476	34197	12109
1477	34220	12086
1478	34242	12062
1479	34265	12039
1480	34288	12015
1481	34310	11992
1482	34333	11969
1483	34356	11945
1484	34378	11922
1485	34401	11899
1486	34423	11875
1487	34446	11852
1488	34468	11829
1489	34491	11805
1490	34513	11782
1491	34536	11759
1492	34559	11735
1493	34581	11712
1494	34604	11689
1495	34626	11665
1496	34649	11642
1497	34674	11619
1498	34696	11596
1499	34721	11573
1500	34744	11550
1501	34768	11527
1502	34791	11504
1503	34814	11481
1504	34837	11458
1505	34859	11434
1506	34882	11411
1507	34904	11388
1508	34932	11366
1509	34955	11343
1510	34978	11319
1511	35000	11296
1512	35022	11272
1513	35043	11248
1514	35064	11225
1515	35085	11201
1516	35107	11177
1517	35129	11154
1518	35151	11130
1519	35172	11107
1520	35194	11083
1521	35216	11060
1522	35238	11036
1523	35260	11012
1524	35281	10989
1525	35303	10965
1526	35325	10942
1527	35346	10918
1528	35368	10895
1529	35390	10871
1530	35411	10847
1531	35433	10824
1532	35455	10800
1533	35477	10777
1534	35500	10754
1535	35523	10731
1536	35546	10707
1537	35568	10684
1538	35589	10660
1539	35611	10637
1540	35633	10613
1541	35654	10590
1542	35676	10566
1543	35698	10543
1544	35720	10519
1545	35741	10495
1546	35767	10473
1547	35790	10450
1548	35815	10427
1549	35839	10404
1550	35864	10382
1551	35889	10359
1552	35914	10337
1553	35938	10314
1554	35963	10291
1555	35987	10269
1556	36011	10246
1557	36034	10222
1558	36058	10199
1559	36082	10177
1560	36105	10154
1561	36129	10131
1562	36153	10108
1563	36177	10085
1564	36201	10062
1565	36226	10039
1566	36249	10016
1567	36274	9993
1568	36299	9971
1569	36324	9948
1570	36349	9926
1571	36372	9903
1572	36397	9880
1573	36421	9857
1574	36446	9834
1575	36470	9811
1576	36494	9789
1577	36519	9766
1578	36545	9743
1579	36570	9721
1580	36595	9698
1581	36619	9675
1582	36643	9652
1583	36668	9630
1584	36693	9607
1585	36718	9584
1586	36742	9561
1587	36768	9539
1588	36795	9517
1589	36820	9494
1590	36845	9471
1591	36869	9448
1592	36893	9426
1593	36917	9403
1594	36941	9380
1595	36965	9357
1596	36989	9334
1597	37012	9311
1598	37036	9288
1599	37059	9264
1600	37083	9241
1601	37106	9218
1602	37130	9195
1603	37153	9172
1604	37176	9149
1605	37200	9126
1606	37225	9103
1607	37248	9080
1608	37272	9057
1609	37295	9034
1610	37318	9011
1611	37342	8988
1612	37365	8965
1613	37389	8941
1614	37412	8918
1615	37436	8895
1616	37460	8872
1617	37484	8849
1618	37507	8826
1619	37531	8803
1620	37554	8780
1621	37578	8757
1622	37601	8734
1623	37626	8711
1624	37649	8688
1625	37673	8665
1626	37696	8642
1627	37720	8619
1628	37743	8596
1629	37767	8572
1630	37790	8549
1631	37815	8526
1632	37838	8503
1633	37862	8480
1634	37885	8457
1635	37909	8434
1636	37933	8411
1637	37958	8388
1638	37982	8365
1639	38007	8343
1640	38031	8320
1641	38056	8297
1642	38081	8274
1643	38105	8251
1644	38130	8228
1645	38154	8205
1646	38181	8183
1647	38207	8160
1648	38233	8138
1649	38259	8115
1650	38283	8092
1651	38309	8070
1652	38334	8047
1653	38359	8024
1654	38384	8001
1655	38409	7978
1656	38435	7956
1657	38459	7933
1658	38485	7910
1659	38510	7887
1660	38535	7864
1661	38561	7842
1662	38586	7819
1663	38612	7796
1664	38637	7773
1665	38661	7750
1666	38686	7728
1667	38711	7705
