iter	RMSE
147	0.4890822343
148	0.4889031938
149	0.486030319
150	0.48544004
151	0.4828998757
152	0.4821420556
153	0.4820704129
154	0.4815869176
155	0.4809305811
156	0.4808753322
157	0.4784393912
158	0.478025407
159	0.4779739237
160	0.477279189
161	0.4752631091
162	0.4747645078
163	0.4729699033
164	0.4723499689
165	0.4722155774
166	0.4721707603
167	0.4705698884
168	0.4702952834
169	0.4701915582
170	0.4687506727
171	0.4674429868
172	0.4662667608
173	0.4659997233
174	0.4659491528
175	0.4656369359
176	0.4653483359
177	0.4649976017
178	0.4648194821
179	0.4645544317
180	0.4643787719
181	0.46422712
182	0.4639244469
183	0.4638489686
184	0.4636579837
185	0.4635758936
186	0.4635040506
187	0.4633993081
188	0.4633300561
189	0.4632721013
190	0.4631793965
191	0.4622554633
192	0.4620997242
193	0.4620558387
194	0.4619209047
195	0.4617977445
196	0.4616947552
197	0.4616499959
198	0.4615570176
199	0.4614227908
200	0.4613362452
201	0.4612778657
202	0.4604164135
203	0.4603987886
204	0.4602377778
205	0.4600602428
206	0.4600376619
207	0.45953137
208	0.4587946485
209	0.4587331258
210	0.4580941007
211	0.457552613
212	0.4575324721
213	0.4570594065
214	0.4569636832
215	0.4569366415
216	0.4568596043
217	0.4568266823
218	0.4564125283
219	0.4563789227
220	0.4563496457
221	0.4563014744
222	0.4561579692
223	0.4561330462
224	0.4560397535
225	0.456013168
226	0.4559304944
227	0.455862399
228	0.4558326481
229	0.4557485667
230	0.4553545701
231	0.4550575952
232	0.4547795594
233	0.4544253886
234	0.454171184
235	0.454017609
236	0.453938041
237	0.4537480195
238	0.4535711327
239	0.4534721927
240	0.4533670464
241	0.453323113
242	0.4532089089
243	0.4530654704
244	0.4529712976
245	0.4528829418
246	0.4522306758
247	0.4521445208
248	0.4520560034
249	0.4518941358
250	0.4518638747
251	0.4517106714
252	0.4516691206
253	0.4516405166
254	0.4515911848
255	0.4515454239
256	0.4514644948
257	0.4514293106
258	0.4513778553
259	0.4513388907
260	0.4512774909
261	0.4511829983
262	0.4511298587
263	0.4510829289
264	0.4510263573
265	0.4509961983
266	0.4509475443
267	0.4509096293
268	0.4502782007
269	0.4501278668
270	0.4500854559
271	0.4500674265
272	0.4500241886
273	0.4499589669
274	0.4499189686
275	0.4498947358
276	0.4498840922
277	0.4498622864
278	0.4498316743
279	0.4497949692
280	0.4496558735
281	0.4496476364
282	0.4495838612
283	0.4495610758
284	0.4495421853
285	0.4495388969
286	0.4495182182
287	0.4494976636
288	0.4494556401
289	0.4494489904
290	0.4494417863
291	0.4494317756
292	0.4494228373
293	0.4494044773
294	0.4493935897
295	0.4493840427
296	0.4493805386
297	0.4493199619
298	0.4488755072
299	0.4488701197
300	0.4488439149
301	0.4488404244
302	0.4488369339
303	0.448831349
304	0.448827572
305	0.4488131081
306	0.4488068963
307	0.4487694629
308	0.4487162702
309	0.4487140142
310	0.4487120804
311	0.448708374
312	0.4487058494
313	0.4486767879
314	0.4486640919
315	0.4486628563
316	0.4486598837
317	0.4486117106
318	0.4486047796
319	0.4486038842
320	0.448602523
321	0.4486018067
322	0.4486009112
323	0.4486004276
324	0.4485611679
325	0.4485607202
326	0.4485604157
327	0.4485601112
328	0.4485597171
329	0.4485042245
330	0.448504135
331	0.4485036334
332	0.4485018241
333	0.4485015913
334	0.448501233
335	0.4485009285
336	0.4485005881
337	0.4484752396
338	0.4484621975
339	0.4484619288
340	0.4484596715
341	0.4484594386
342	0.4484591698
343	0.4484572171
344	0.4484570379
345	0.4484568946
346	0.448303441
347	0.4483027779
348	0.4482950536
349	0.4482578822
350	0.4482571473
351	0.4482570577
352	0.4482569322
353	0.448256287
354	0.4482231454
355	0.4482230199
356	0.4482225539
357	0.4481921883
358	0.4481910231
359	0.4481895711
360	0.4481894456
361	0.4481863623
362	0.4481862369
363	0.4481860576
364	0.4481851254
365	0.4481839961
366	0.4481839423
367	0.448182795
368	0.4481825978
369	0.4481816298
370	0.4481815043
371	0.4481813968
372	0.4481805542
373	0.4481797654
374	0.4481787616
375	0.4481779728
376	0.448177184
377	0.4481770944
378	0.4481768972
379	0.4481762518
380	0.4481761443
381	0.4481755706
382	0.4481754451
383	0.4481745309
384	0.4481738138
385	0.4481731864
386	0.4481730788
387	0.4481443234
388	0.4481437139
389	0.4481429968
390	0.4481426382
391	0.4481425665
392	0.4481424051
393	0.4481422796
394	0.4481422976
395	0.4481421541
396	0.4481421183
397	0.4481418314
398	0.4481417777
399	0.4481418135
400	0.4481417059
401	0.4481416163
402	0.4481415087
403	0.4481414729
404	0.448141437
405	0.4481413295
406	0.4481412219
407	0.448141186
408	0.4481410426
409	0.4481406123
410	0.4481404689
411	0.4481403613
412	0.4481403613
413	0.4481403793
414	0.4481403793
415	0.4481403076
416	0.4481402896
417	0.4481401821
418	0.4481401641
419	0.4481400386
420	0.4481400924
421	0.4481400924
422	0.448139698
423	0.4481192058
424	0.448119152
425	0.448119134
426	0.4481189189
427	0.4481189368
428	0.4481189189
429	0.4481189727
430	0.4481185782
431	0.4481182914
432	0.448118399
433	0.4481181838
434	0.4481181659
435	0.4481179866
436	0.4481180045
437	0.4481180404
438	0.4481177894
439	0.448117879
440	0.4481178969
441	0.4481177714
442	0.4481174487
443	0.4481174846
444	0.4481173053
445	0.4481172515
446	0.4481170184
447	0.4481168929
448	0.4481170005
449	0.4481167674
450	0.4481168391
451	0.4481167136
452	0.4481165881
453	0.4481164088
454	0.4481164268
455	0.4481164088
456	0.4481163551
457	0.4481163192
458	0.4481163013
459	0.4481161937
460	0.4481161937
461	0.4481162296
462	0.4481161041
463	0.4481161041
464	0.448116122
465	0.4481160144
466	0.4481160144
467	0.4481159606
468	0.4481160323
469	0.4481157455
470	0.4481156917
471	0.4481156917
472	0.4481157813
473	0.4481157993
474	0.4481156379
475	0.4481155303
476	0.4481152435
477	0.4481152076
478	0.4481151717
479	0.4481151717
480	0.4481147773
481	0.4481147594
482	0.4481147594
483	0.4481146877
484	0.4481145801
485	0.4481145801
486	0.4481145442
487	0.4481145263
488	0.4481145084
489	0.4481144008
490	0.4481144546
491	0.4481144367
492	0.4481144546
493	0.4481135761
494	0.4481135581
495	0.4481136657
496	0.4481136119
497	0.4481135761
498	0.4481135581
499	0.4481135761
500	0.448113594
501	0.4481133968
502	0.4481133968
503	0.448113325
504	0.448113325
505	0.448113343
506	0.448113343
507	0.4481133609
508	0.4481112094
509	0.4481111735
510	0.4481112632
511	0.4481111198
512	0.4481111735
513	0.4481111198
514	0.4481109046
515	0.4481108688
516	0.4481109225
517	0.4481108508
518	0.4481108688
519	0.4481107253
520	0.448110797
521	0.448110797
522	0.4481107253
523	0.4481107612
524	0.4481107791
525	0.4481107791
526	0.4481107612
527	0.4481106895
528	0.448110797
529	0.4481107612
530	0.4481107253
531	0.4481106357
532	0.4481106536
533	0.4481106715
534	0.4481106895
535	0.4481106715
536	0.4481106536
537	0.4481106357
538	0.4481106177
539	0.4481105998
540	0.448110564
541	0.448110564
542	0.4481105998
543	0.4481105281
544	0.4481106177
545	0.4481106536
546	0.4481106177
547	0.4481106357
548	0.448110564
549	0.4481103309
550	0.4481102771
551	0.4481102054
552	0.4481100978
553	0.4481099544
554	0.4481098289
555	0.4481096675
556	0.4481096675
557	0.4481096675
558	0.4481096137
559	0.4481095061
560	0.4481096137
561	0.4481096316
562	0.4481094703
563	0.4481094703
564	0.4481094703
565	0.4481094703
566	0.4481094523
567	0.4481093627
568	0.4481093448
569	0.448109273
570	0.4481091655
571	0.4481091834
572	0.4481091834
573	0.4481091655
574	0.4481090579
575	0.4481091296
576	0.4481091655
577	0.448109022
578	0.4481089682
579	0.4481089682
580	0.448109022
581	0.4481091296
582	0.4481089862
583	0.4481089503
584	0.4481089145
585	0.4481089324
586	0.4481088786
587	0.4481088786
588	0.4481088607
589	0.4481089145
590	0.4481088607
591	0.4481089324
592	0.4481089145
593	0.4481088248
594	0.4481088965
595	0.4481088248
596	0.4481088427
597	0.4481088427
598	0.4481087531
599	0.4481087172
600	0.4481087531
601	0.4481086814
602	0.4481087352
603	0.4481087531
604	0.4481081614
605	0.4481081076
606	0.4481055258
607	0.4481055437
608	0.4480819659
609	0.4480820556
610	0.4480820376
611	0.4480820376
612	0.4480821094
613	0.4480820556
614	0.4480820735
615	0.4480819838
616	0.4480820018
617	0.4480819659
618	0.4480820556
619	0.4480820376
620	0.4480820197
621	0.448081948
622	0.4480820197
623	0.4480818942
624	0.4480818763
625	0.4480818942
626	0.4480818942
627	0.4480819301
628	0.4480818942
629	0.4480818942
630	0.4480818942
631	0.4480818763
632	0.4480818404
633	0.4480818763
634	0.4480813921
635	0.4480813921
636	0.4480813921
637	0.4480814101
638	0.4480813921
639	0.4480814101
640	0.4480813921
641	0.4480813921
642	0.448081428
643	0.4480813921
644	0.4480813025
645	0.4480813563
646	0.448081428
647	0.4480808184
648	0.4480808722
649	0.4480809439
650	0.448080908
651	0.4480808901
652	0.448080908
653	0.448080908
654	0.4480809439
655	0.448080908
656	0.448080908
657	0.4480808722
658	0.4480808722
659	0.4480808542
660	0.4480808363
661	0.4480808004
662	0.4480808363
663	0.4480808184
664	0.4480804598
665	0.4480805136
666	0.448080657
667	0.4480805673
668	0.4480805136
669	0.4480805494
670	0.4480804777
671	0.448080406
672	0.4480804598
673	0.4480804418
674	0.4480805136
675	0.4480804418
676	0.4480804418
677	0.4480804598
678	0.4480804777
679	0.448080137
680	0.448080137
681	0.4480801908
682	0.4480802267
683	0.4480802446
684	0.4480801549
685	0.448080137
686	0.4480800294
687	0.4480800115
688	0.4480799936
689	0.4480800115
690	0.4480800294
691	0.4480800474
692	0.4480800294
693	0.4480800294
694	0.4480800294
695	0.4480799756
696	0.4480800115
697	0.4480799936
698	0.4480800653
699	0.4480799398
700	0.4480799577
701	0.4480800115
702	0.4480800115
703	0.4480800294
704	0.4480799936
705	0.4480800115
706	0.4480799756
707	0.4480796708
708	0.4480797067
709	0.4480797246
710	0.4480796708
711	0.4480797246
712	0.4480797246
713	0.4480797425
714	0.4480797425
715	0.4480796888
716	0.4480797067
717	0.4480797067
718	0.4480796888
719	0.4480797246
720	0.4480797246
721	0.4480797425
722	0.4480797425
723	0.4480797246
724	0.4480796888
725	0.4480797067
726	0.4480796529
727	0.4480796888
728	0.4480796888
729	0.4480797067
730	0.4480796888
731	0.4480797067
732	0.4480797425
733	0.4480797067
734	0.4480794915
735	0.4480794557
736	0.4480794736
737	0.4480794198
738	0.4480794198
739	0.4480794736
740	0.4480794198
741	0.4480794557
742	0.4480795094
743	0.4480794915
744	0.4480794736
745	0.4480794557
746	0.4480794915
747	0.4480794198
748	0.4480795094
749	0.4480794557
750	0.4480794198
751	0.4480794557
752	0.4480794198
753	0.4480794557
754	0.4480794198
755	0.4480794019
756	0.4480794019
757	0.4480794019
758	0.4480794019
759	0.4480793481
760	0.4480794377
761	0.4480794377
762	0.4480794377
763	0.4480794557
764	0.448079366
765	0.4480793839
766	0.4480794019
767	0.4480794019
768	0.4480794019
769	0.448079366
770	0.4480793301
771	0.4480793839
772	0.4480794019
773	0.4480793481
774	0.4480793122
775	0.448079097
776	0.448079097
777	0.448079097
778	0.448079097
779	0.4480791329
780	0.4480791508
781	0.448079115
782	0.4480791329
783	0.4480791329
784	0.448079115
785	0.4480791688
786	0.4480791867
787	0.4480791508
788	0.4480791329
789	0.4480791867
790	0.4480791508
791	0.448079115
792	0.448079115
793	0.448079115
794	0.4480790612
795	0.448079115
796	0.448079097
797	0.4480790791
798	0.4480791329
799	0.448079115
800	0.448079115
801	0.4480791329
802	0.448079115
803	0.448079115
804	0.448079097
805	0.448079097
806	0.448079097
807	0.448079097
808	0.448079097
809	0.448079115
810	0.448079097
811	0.4480790791
812	0.448079097
813	0.448079097
814	0.4480791329
815	0.448079115
816	0.4480790791
817	0.4480790791
818	0.4480790791
819	0.4480790791
820	0.4480790791
821	0.448079097
822	0.4480790791
823	0.448079097
824	0.448079097
825	0.448079097
826	0.448079097
827	0.4480790791
828	0.4480790791
829	0.4480790791
830	0.4480790612
831	0.4480790791
832	0.4480790791
833	0.448079097
834	0.448079097
835	0.4480790612
836	0.4480790612
837	0.448079097
838	0.4480790791
839	0.4480790791
840	0.448079097
841	0.4480790612
842	0.4480790612
843	0.4480790791
844	0.4480790612
845	0.4480790612
846	0.4480790612
847	0.4480790612
848	0.4480790433
849	0.4480790433
850	0.4480790433
851	0.4480790433
852	0.4480790791
853	0.4480790433
854	0.4480790253
855	0.4480790433
856	0.4480790433
857	0.448079115
858	0.4480790791
859	0.4480790612
860	0.4480790433
861	0.4480790253
862	0.448079097
863	0.448079097
864	0.4480790612
865	0.4480790612
866	0.4480790612
867	0.4480790791
868	0.4480790791
869	0.448079097
870	0.4480790791
871	0.4480790791
872	0.4480790791
873	0.4480790791
874	0.4480790791
875	0.4480790791
876	0.4480790791
877	0.4480790791
878	0.4480790791
879	0.448079097
880	0.448079097
881	0.448079097
882	0.448079097
883	0.448079097
884	0.448079097
885	0.448079097
886	0.4480790791
887	0.448079097
888	0.448079097
889	0.448079097
890	0.448079097
891	0.448079097
892	0.448079097
893	0.448079115
894	0.4480790791
895	0.448079115
896	0.448079115
897	0.448079115
898	0.448079115
899	0.448079115
900	0.448079115
901	0.448079115
902	0.448079115
903	0.448079115
904	0.448079115
905	0.448079115
906	0.4480790791
907	0.4480790791
908	0.4480789177
909	0.4480788998
910	0.4480789715
911	0.4480789536
912	0.4480789357
913	0.4480789357
914	0.4480789357
915	0.4480789177
916	0.4480789177
917	0.4480789177
918	0.4480788819
919	0.448078864
920	0.4480788819
921	0.4480788819
922	0.4480788998
923	0.4480789177
924	0.4480788819
925	0.448078864
926	0.4480788819
927	0.4480788819
928	0.4480789177
929	0.4480789357
930	0.4480789357
931	0.4480789357
932	0.4480788998
933	0.4480788998
934	0.4480789357
935	0.4480789357
936	0.4480788998
937	0.4480789177
938	0.4480788998
939	0.4480788998
940	0.4480788819
941	0.4480788819
942	0.4480789177
943	0.448078846
944	0.448078846
945	0.448078846
946	0.4480788281
947	0.4480788281
948	0.448078846
949	0.4480788281
950	0.448078846
951	0.4480788281
952	0.448078846
953	0.448078846
954	0.4480788281
955	0.4480787922
956	0.4480787922
957	0.4480787743
958	0.4480788102
959	0.4480788281
960	0.4480788281
961	0.4480788281
962	0.4480788102
963	0.4480787922
964	0.4480787922
965	0.4480787922
966	0.4480787922
967	0.4480788102
968	0.4480788102
969	0.4480788102
970	0.4480788102
971	0.4480788102
972	0.4480788102
973	0.4480788102
974	0.4480787922
975	0.4480788102
976	0.4480788102
977	0.4480788281
978	0.4480788102
979	0.4480788281
980	0.4480788281
981	0.448078846
982	0.448078846
983	0.448078846
984	0.448078846
985	0.448078846
986	0.4480788281
987	0.448078846
988	0.448078846
989	0.4480788102
990	0.448078846
991	0.4480788102
992	0.4480788102
993	0.4480788102
994	0.4480788102
995	0.4480788102
996	0.4480787743
997	0.4480788102
998	0.4480787743
999	0.4480787922
1000	0.4480787922
1001	0.4480787922
1002	0.4480787922
1003	0.4480788102
1004	0.4480788102
1005	0.4480787922
1006	0.4480787922
1007	0.4480787922
1008	0.4480787922
1009	0.4480787922
1010	0.4480787922
1011	0.4480788102
1012	0.4480787922
1013	0.4480787922
1014	0.4480787922
1015	0.4480787922
1016	0.4480787922
1017	0.4480787743
1018	0.4480787922
1019	0.4480787922
1020	0.4480787922
1021	0.4480787922
1022	0.4480787564
1023	0.4480787564
1024	0.4480787564
1025	0.4480787922
1026	0.4480787922
1027	0.4480787922
1028	0.4480787922
1029	0.4480787922
1030	0.4480787922
1031	0.4480787922
1032	0.4480787922
1033	0.4480787922
1034	0.4480787922
1035	0.4480787922
1036	0.4480787922
1037	0.4480787922
1038	0.4480787922
1039	0.4480787922
1040	0.4480787922
1041	0.4480787922
1042	0.4480787922
1043	0.4480787743
1044	0.4480787743
1045	0.4480787743
1046	0.4480787743
1047	0.4480787743
1048	0.4480787743
1049	0.4480787743
1050	0.4480787743
1051	0.4480787743
1052	0.4480787743
1053	0.4480787743
1054	0.4480787743
1055	0.4480787743
1056	0.4480787743
1057	0.4480787743
1058	0.4480787743
1059	0.4480787743
1060	0.4480787743
1061	0.4480787743
1062	0.4480787743
1063	0.4480787743
1064	0.4480787743
1065	0.4480787743
1066	0.4480787743
1067	0.4480787743
1068	0.4480787743
1069	0.4480787743
1070	0.4480787743
1071	0.4480787743
1072	0.4480787743
1073	0.4480787743
1074	0.4480787743
1075	0.4480787743
1076	0.4480787743
1077	0.4480787743
1078	0.4480787743
1079	0.4480787743
1080	0.4480787743
1081	0.4480787743
1082	0.4480787743
1083	0.4480787743
1084	0.4480787743
1085	0.4480787743
1086	0.4480787743
1087	0.4480787743
1088	0.4480787743
1089	0.4480787743
1090	0.4480787743
1091	0.4480787743
1092	0.4480787743
1093	0.4480787743
1094	0.4480787743
1095	0.4480787743
1096	0.4480787743
1097	0.4480787743
1098	0.4480787743
1099	0.4480787743
1100	0.4480787743
1101	0.4480787743
1102	0.4480787743
1103	0.4480787743
1104	0.4480787743
1105	0.4480787743
1106	0.4480787743
1107	0.4480787743
1108	0.4480787743
1109	0.4480787743
1110	0.4480787743
1111	0.4480787743
1112	0.4480787743
1113	0.4480787743
1114	0.4480787743
1115	0.4480787743
1116	0.4480787743
1117	0.4480787743
1118	0.4480787743
1119	0.4480787743
1120	0.4480787743
1121	0.4480787743
1122	0.4480787743
1123	0.4480787743
1124	0.4480787743
1125	0.4480787743
1126	0.4480787743
1127	0.4480787743
1128	0.4480787743
1129	0.4480787743
1130	0.4480787743
1131	0.4480787743
1132	0.4480787743
1133	0.4480787743
1134	0.4480787743
1135	0.4480787743
1136	0.4480787743
1137	0.4480787743
1138	0.4480787743
1139	0.4480787743
1140	0.4480787743
1141	0.4480787743
1142	0.4480787743
1143	0.4480787743
1144	0.4480787743
1145	0.4480787743
1146	0.4480787743
1147	0.4480787743
1148	0.4480787743
1149	0.4480787743
1150	0.4480787743
1151	0.4480787743
1152	0.4480787743
1153	0.4480787743
1154	0.4480787743
1155	0.4480787743
1156	0.4480787743
1157	0.4480787743
1158	0.4480787743
1159	0.4480787743
1160	0.4480787743
1161	0.4480787743
1162	0.4480787743
1163	0.4480787743
1164	0.4480787743
1165	0.4480787743
1166	0.4480787743
1167	0.4480787743
1168	0.4480787743
1169	0.4480787743
1170	0.4480787743
1171	0.4480787743
1172	0.4480787743
1173	0.4480787743
1174	0.4480787743
1175	0.4480787743
1176	0.4480787743
1177	0.4480787743
1178	0.4480787743
1179	0.4480787743
1180	0.4480787743
1181	0.4480787743
1182	0.4480787743
1183	0.4480787743
1184	0.4480787743
1185	0.4480787743
1186	0.4480787743
1187	0.4480787743
1188	0.4480787743
1189	0.4480787743
1190	0.4480787743
1191	0.4480787743
1192	0.4480787743
1193	0.4480787743
1194	0.4480787743
1195	0.4480787743
1196	0.4480787743
1197	0.4480787743
1198	0.4480787743
1199	0.4480787743
1200	0.4480787743
1201	0.4480787743
1202	0.4480787743
1203	0.4480787743
1204	0.4480787743
1205	0.4480787743
1206	0.4480787743
1207	0.4480787743
1208	0.4480787743
1209	0.4480787743
1210	0.4480787743
1211	0.4480787743
1212	0.4480787743
1213	0.4480787743
1214	0.4480787743
1215	0.4480787743
1216	0.4480787743
1217	0.4480787743
1218	0.4480787743
1219	0.4480787743
1220	0.4480787743
1221	0.4480787743
1222	0.4480787743
1223	0.4480787743
1224	0.4480787743
1225	0.4480787743
1226	0.4480787743
1227	0.4480787743
1228	0.4480787743
1229	0.4480787743
1230	0.4480787743
1231	0.4480787743
1232	0.4480787743
1233	0.4480787743
1234	0.4480787743
1235	0.4480787743
1236	0.4480787743
1237	0.4480787743
1238	0.4480787743
1239	0.4480787743
1240	0.4480787743
1241	0.4480787743
1242	0.4480787743
1243	0.4480787743
1244	0.4480787743
1245	0.4480787743
1246	0.4480787743
1247	0.4480787743
1248	0.4480787743
1249	0.4480787743
1250	0.4480787743
1251	0.4480787743
1252	0.4480787743
1253	0.4480787743
1254	0.4480787743
1255	0.4480787743
1256	0.4480787743
1257	0.4480787743
1258	0.4480787743
1259	0.4480787743
1260	0.4480787743
1261	0.4480787743
1262	0.4480787743
1263	0.4480787743
1264	0.4480787743
1265	0.4480787743
1266	0.4480787743
1267	0.4480787743
1268	0.4480787743
1269	0.4480787743
1270	0.4480787743
1271	0.4480787743
1272	0.4480787743
1273	0.4480787743
1274	0.4480787743
1275	0.4480787743
1276	0.4480787743
1277	0.4480787743
1278	0.4480787743
1279	0.4480787743
1280	0.4480787743
1281	0.4480787743
1282	0.4480787743
1283	0.4480787743
1284	0.4480787743
1285	0.4480787743
1286	0.4480787743
1287	0.4480787743
1288	0.4480787743
1289	0.4480787743
1290	0.4480787743
1291	0.4480787743
1292	0.4480787743
1293	0.4480787743
1294	0.4480787743
1295	0.4480787743
1296	0.4480787743
1297	0.4480787743
1298	0.4480787743
1299	0.4480787743
1300	0.4480787743
1301	0.4480787743
1302	0.4480787743
1303	0.4480787743
1304	0.4480787743
1305	0.4480787743
1306	0.4480787743
1307	0.4480787743
1308	0.4480787743
1309	0.4480787743
1310	0.4480787743
1311	0.4480787743
1312	0.4480787743
1313	0.4480787743
1314	0.4480787743
1315	0.4480787743
1316	0.4480787743
1317	0.4480787743
1318	0.4480787743
1319	0.4480787743
1320	0.4480787743
1321	0.4480787743
1322	0.4480787743
1323	0.4480787743
1324	0.4480787743
1325	0.4480787743
1326	0.4480787743
1327	0.4480787743
1328	0.4480787743
1329	0.4480787743
1330	0.4480787743
1331	0.4480787743
1332	0.4480787743
1333	0.4480787743
1334	0.4480787743
1335	0.4480787743
1336	0.4480787743
1337	0.4480787743
1338	0.4480787743
1339	0.4480787743
1340	0.4480787743
1341	0.4480787743
1342	0.4480787743
1343	0.4480787743
1344	0.4480787743
1345	0.4480787743
1346	0.4480787743
1347	0.4480787743
1348	0.4480787743
1349	0.4480787743
1350	0.4480787743
1351	0.4480787743
1352	0.4480787743
1353	0.4480787743
1354	0.4480787743
1355	0.4480787743
1356	0.4480787743
1357	0.4480787743
1358	0.4480787743
1359	0.4480787743
1360	0.4480787743
1361	0.4480787743
1362	0.4480787743
1363	0.4480787743
1364	0.4480787743
1365	0.4480787743
1366	0.4480787743
1367	0.4480787743
1368	0.4480787743
1369	0.4480787743
1370	0.4480787743
1371	0.4480787743
1372	0.4480787743
1373	0.4480787743
1374	0.4480787743
1375	0.4480787743
1376	0.4480787743
1377	0.4480787743
1378	0.4480787743
1379	0.4480787743
1380	0.4480787743
1381	0.4480787743
1382	0.4480787743
1383	0.4480787743
1384	0.4480787743
1385	0.4480787743
1386	0.4480787743
1387	0.4480787743
1388	0.4480787743
1389	0.4480787743
1390	0.4480787743
1391	0.4480787743
1392	0.4480787743
1393	0.4480787743
1394	0.4480787743
1395	0.4480787743
1396	0.4480787743
1397	0.4480787743
1398	0.4480787743
1399	0.4480787743
1400	0.4480787743
1401	0.4480787743
1402	0.4480787743
1403	0.4480787743
1404	0.4480787743
1405	0.4480787743
1406	0.4480787743
1407	0.4480787743
1408	0.4480787743
1409	0.4480787743
1410	0.4480787743
1411	0.4480787743
1412	0.4480787743
1413	0.4480787743
1414	0.4480787743
1415	0.4480787743
1416	0.4480787743
1417	0.4480787743
1418	0.4480787743
1419	0.4480787743
1420	0.4480787743
1421	0.4480787743
1422	0.4480787743
1423	0.4480787743
1424	0.4480787743
1425	0.4480787743
1426	0.4480787743
1427	0.4480787743
1428	0.4480787743
1429	0.4480787743
1430	0.4480787743
1431	0.4480787743
1432	0.4480787743
1433	0.4480787743
1434	0.4480787743
1435	0.4480787743
1436	0.4480787743
1437	0.4480787743
1438	0.4480787743
1439	0.4480787743
1440	0.4480787743
1441	0.4480787743
1442	0.4480787743
1443	0.4480787743
1444	0.4480787743
1445	0.4480787743
1446	0.4480787743
1447	0.4480787743
1448	0.4480787743
1449	0.4480787743
1450	0.4480787743
1451	0.4480787743
1452	0.4480787743
1453	0.4480787743
1454	0.4480787743
1455	0.4480787743
1456	0.4480787743
1457	0.4480787743
1458	0.4480787743
1459	0.4480787743
1460	0.4480787743
1461	0.4480787743
1462	0.4480787743
1463	0.4480787743
1464	0.4480787743
1465	0.4480787743
1466	0.4480787743
1467	0.4480787743
1468	0.4480787743
1469	0.4480787743
1470	0.4480787743
1471	0.4480787743
1472	0.4480787743
1473	0.4480787743
1474	0.4480787743
1475	0.4480787743
1476	0.4480787743
1477	0.4480787743
1478	0.4480787743
1479	0.4480787743
1480	0.4480787743
1481	0.4480787743
1482	0.4480787743
1483	0.4480787743
1484	0.4480787743
1485	0.4480787743
1486	0.4480787743
1487	0.4480787743
1488	0.4480787743
1489	0.4480787743
1490	0.4480787743
1491	0.4480787743
1492	0.4480787743
1493	0.4480787743
1494	0.4480787743
1495	0.4480787743
1496	0.4480787743
1497	0.4480787743
1498	0.4480787743
1499	0.4480787743
1500	0.4480787743
1501	0.4480787743
1502	0.4480787743
1503	0.4480787743
1504	0.4480787743
1505	0.4480787743
1506	0.4480787743
1507	0.4480787743
1508	0.4480787743
1509	0.4480787743
1510	0.4480787743
1511	0.4480787743
1512	0.4480787743
