iter	RMSE
1513	0.4480787743
1514	0.4480787743
1515	0.4480787743
1516	0.4480787743
1517	0.4480787743
1518	0.4480787743
1519	0.4480787743
1520	0.4480787743
1521	0.4480787743
1522	0.4480787743
1523	0.4480787743
1524	0.4480787743
1525	0.4480787743
1526	0.4480787743
1527	0.4480787743
1528	0.4480787743
1529	0.4480787743
1530	0.4480787743
1531	0.4480787743
1532	0.4480787743
1533	0.4480787743
1534	0.4480787743
1535	0.4480787743
1536	0.4480787743
1537	0.4480787743
1538	0.4480787743
1539	0.4480787743
1540	0.4480787743
1541	0.4480787743
1542	0.4480787743
1543	0.4480787743
1544	0.4480787743
1545	0.4480787743
1546	0.4480787743
1547	0.4480787743
1548	0.4480787743
1549	0.4480787743
1550	0.4480787743
1551	0.4480787743
1552	0.4480787743
1553	0.4480787743
1554	0.4480787743
1555	0.4480787743
1556	0.4480787743
1557	0.4480787743
1558	0.4480787743
1559	0.4480787743
1560	0.4480787743
1561	0.4480787743
1562	0.4480787743
1563	0.4480787743
1564	0.4480787743
1565	0.4480787743
1566	0.4480787743
1567	0.4480787743
1568	0.4480787743
1569	0.4480787743
1570	0.4480787743
1571	0.4480787743
1572	0.4480787743
1573	0.4480787743
1574	0.4480787743
1575	0.4480787743
1576	0.4480787743
1577	0.4480787743
1578	0.4480787743
1579	0.4480787743
1580	0.4480787743
1581	0.4480787743
1582	0.4480787743
1583	0.4480787743
1584	0.4480787743
1585	0.4480787743
1586	0.4480787743
1587	0.4480787743
1588	0.4480787743
1589	0.4480787743
1590	0.4480787743
1591	0.4480787743
1592	0.4480787743
1593	0.4480787743
1594	0.4480787743
1595	0.4480787743
1596	0.4480787743
1597	0.4480787743
1598	0.4480787743
1599	0.4480787743
1600	0.4480787743
1601	0.4480787743
1602	0.4480787743
1603	0.4480787743
1604	0.4480787743
1605	0.4480787743
1606	0.4480787743
1607	0.4480787743
1608	0.4480787743
1609	0.4480787743
1610	0.4480787743
1611	0.4480787743
1612	0.4480787743
1613	0.4480787743
1614	0.4480787743
1615	0.4480787743
1616	0.4480787743
1617	0.4480787743
1618	0.4480787743
1619	0.4480787743
1620	0.4480787743
1621	0.4480787743
1622	0.4480787743
1623	0.4480787743
1624	0.4480787743
1625	0.4480787743
1626	0.4480787743
1627	0.4480787743
1628	0.4480787743
1629	0.4480787743
1630	0.4480787743
1631	0.4480787743
1632	0.4480787743
1633	0.4480787743
1634	0.4480787743
1635	0.4480787743
1636	0.4480787743
1637	0.4480787743
1638	0.4480787743
1639	0.4480787743
1640	0.4480787743
1641	0.4480787743
1642	0.4480787743
1643	0.4480787743
1644	0.4480787743
1645	0.4480787743
1646	0.4480787743
1647	0.4480787743
1648	0.4480787743
1649	0.4480787743
1650	0.4480787743
1651	0.4480787743
1652	0.4480787743
1653	0.4480787743
1654	0.4480787743
1655	0.4480787743
1656	0.4480787743
1657	0.4480787743
1658	0.4480787743
1659	0.4480787743
1660	0.4480787743
1661	0.4480787743
1662	0.4480787743
1663	0.4480787743
1664	0.4480787743
1665	0.4480787743
1666	0.4480787743
1667	0.4480787743
1668	0.4480787743
1669	0.4480787743
1670	0.4480787743
1671	0.4480787743
1672	0.4480787743
1673	0.4480787743
1674	0.4480787743
1675	0.4480787743
1676	0.4480787743
1677	0.4480787743
1678	0.4480787743
1679	0.4480787743
1680	0.4480787743
1681	0.4480787743
1682	0.4480787743
1683	0.4480787743
1684	0.4480787743
1685	0.4480787743
1686	0.4480787743
1687	0.4480787743
1688	0.4480787743
1689	0.4480787743
1690	0.4480787743
1691	0.4480787743
1692	0.4480787743
1693	0.4480787743
1694	0.4480787743
1695	0.4480787743
1696	0.4480787743
1697	0.4480787743
1698	0.4480787743
1699	0.4480787743
1700	0.4480787743
1701	0.4480787743
1702	0.4480787743
1703	0.4480787743
1704	0.4480787743
1705	0.4480787743
1706	0.4480787743
1707	0.4480787743
1708	0.4480787743
1709	0.4480787743
1710	0.4480787743
1711	0.4480787743
1712	0.4480787743
1713	0.4480787743
1714	0.4480787743
1715	0.4480787743
1716	0.4480787743
1717	0.4480787743
1718	0.4480787743
1719	0.4480787743
1720	0.4480787743
1721	0.4480787743
1722	0.4480787743
1723	0.4480787743
1724	0.4480787743
1725	0.4480787743
1726	0.4480787743
1727	0.4480787743
1728	0.4480787743
1729	0.4480787743
1730	0.4480787743
1731	0.4480787743
1732	0.4480787743
1733	0.4480787743
1734	0.4480787743
1735	0.4480787743
1736	0.4480787743
1737	0.4480787743
1738	0.4480787743
1739	0.4480787743
1740	0.4480787743
1741	0.4480787743
1742	0.4480787743
1743	0.4480787743
1744	0.4480787743
1745	0.4480787743
1746	0.4480787743
1747	0.4480787743
1748	0.4480787743
1749	0.4480787743
1750	0.4480787743
1751	0.4480787743
1752	0.4480787743
1753	0.4480787743
1754	0.4480787743
1755	0.4480787743
1756	0.4480787743
1757	0.4480787743
1758	0.4480787743
1759	0.4480787743
1760	0.4480787743
1761	0.4480787743
1762	0.4480787743
1763	0.4480787743
1764	0.4480787743
1765	0.4480787743
1766	0.4480787743
1767	0.4480787743
1768	0.4480787743
1769	0.4480787743
1770	0.4480787743
1771	0.4480787743
1772	0.4480787743
1773	0.4480787743
1774	0.4480787743
1775	0.4480787743
1776	0.4480787743
1777	0.4480787743
1778	0.4480787743
1779	0.4480787743
1780	0.4480787743
1781	0.4480787743
1782	0.4480787743
1783	0.4480787743
1784	0.4480787743
1785	0.4480787743
1786	0.4480787743
1787	0.4480787743
1788	0.4480787743
1789	0.4480787743
1790	0.4480787743
1791	0.4480787743
1792	0.4480787743
1793	0.4480787743
1794	0.4480787743
1795	0.4480787743
1796	0.4480787743
1797	0.4480787743
1798	0.4480787743
1799	0.4480787743
1800	0.4480787743
1801	0.4480787743
1802	0.4480787743
1803	0.4480787743
1804	0.4480787743
1805	0.4480787743
1806	0.4480787743
1807	0.4480787743
1808	0.4480787743
1809	0.4480787743
1810	0.4480787743
1811	0.4480787743
1812	0.4480787743
1813	0.4480787743
1814	0.4480787743
1815	0.4480787743
1816	0.4480787743
1817	0.4480787743
1818	0.4480787743
1819	0.4480787743
1820	0.4480787743
1821	0.4480787743
1822	0.4480787743
1823	0.4480787743
1824	0.4480787743
1825	0.4480787743
1826	0.4480787743
1827	0.4480787743
1828	0.4480787743
1829	0.4480787743
1830	0.4480787743
1831	0.4480787743
1832	0.4480787743
1833	0.4480787743
1834	0.4480787743
1835	0.4480787743
1836	0.4480787743
1837	0.4480787743
1838	0.4480787743
1839	0.4480787743
1840	0.4480787743
1841	0.4480787743
1842	0.4480787743
1843	0.4480787743
1844	0.4480787743
1845	0.4480787743
1846	0.4480787743
1847	0.4480787743
1848	0.4480787743
1849	0.4480787743
1850	0.4480787743
1851	0.4480787743
1852	0.4480787743
1853	0.4480787743
1854	0.4480787743
1855	0.4480787743
1856	0.4480787743
1857	0.4480787743
1858	0.4480787743
1859	0.4480787743
1860	0.4480787743
1861	0.4480787743
1862	0.4480787743
1863	0.4480787743
1864	0.4480787743
1865	0.4480787743
1866	0.4480787743
1867	0.4480787743
1868	0.4480787743
1869	0.4480787743
1870	0.4480787743
1871	0.4480787743
1872	0.4480787743
1873	0.4480787743
1874	0.4480787743
1875	0.4480787743
1876	0.4480787743
1877	0.4480787743
1878	0.4480787743
1879	0.4480787743
1880	0.4480787743
1881	0.4480787743
1882	0.4480787743
1883	0.4480787743
1884	0.4480787743
1885	0.4480787743
1886	0.4480787743
1887	0.4480787743
1888	0.4480787743
1889	0.4480787743
1890	0.4480787743
1891	0.4480787743
1892	0.4480787743
1893	0.4480787743
1894	0.4480787743
1895	0.4480787743
1896	0.4480787743
1897	0.4480787743
1898	0.4480787743
1899	0.4480787743
1900	0.4480787743
1901	0.4480787743
1902	0.4480787743
1903	0.4480787743
1904	0.4480787743
1905	0.4480787743
1906	0.4480787743
1907	0.4480787743
1908	0.4480787743
1909	0.4480787743
1910	0.4480787743
1911	0.4480787743
1912	0.4480787743
1913	0.4480787743
1914	0.4480787743
1915	0.4480787743
1916	0.4480787743
1917	0.4480787743
1918	0.4480787743
1919	0.4480787743
1920	0.4480787743
1921	0.4480787743
1922	0.4480787743
1923	0.4480787743
1924	0.4480787743
1925	0.4480787743
1926	0.4480787743
1927	0.4480787743
1928	0.4480787743
1929	0.4480787743
1930	0.4480787743
1931	0.4480787743
1932	0.4480787743
1933	0.4480787743
1934	0.4480787743
1935	0.4480787743
1936	0.4480787743
1937	0.4480787743
1938	0.4480787743
1939	0.4480787743
1940	0.4480787743
1941	0.4480787743
1942	0.4480787743
1943	0.4480787743
1944	0.4480787743
1945	0.4480787743
1946	0.4480787743
1947	0.4480787743
1948	0.4480787743
1949	0.4480787743
1950	0.4480787743
1951	0.4480787743
1952	0.4480787743
1953	0.4480787743
1954	0.4480787743
1955	0.4480787743
1956	0.4480787743
1957	0.4480787743
1958	0.4480787743
1959	0.4480787743
1960	0.4480787743
1961	0.4480787743
1962	0.4480787743
1963	0.4480787743
1964	0.4480787743
1965	0.4480787743
1966	0.4480787743
1967	0.4480787743
1968	0.4480787743
1969	0.4480787743
1970	0.4480787743
1971	0.4480787743
1972	0.4480787743
1973	0.4480787743
1974	0.4480787743
1975	0.4480787743
1976	0.4480787743
1977	0.4480787743
1978	0.4480787743
1979	0.4480787743
1980	0.4480787743
1981	0.4480787743
1982	0.4480787743
1983	0.4480787743
1984	0.4480787743
1985	0.4480787743
1986	0.4480787743
1987	0.4480787743
1988	0.4480787743
1989	0.4480787743
1990	0.4480787743
1991	0.4480787743
1992	0.4480787743
1993	0.4480787743
1994	0.4480787743
1995	0.4480787743
1996	0.4480787743
1997	0.4480787743
1998	0.4480787743
1999	0.4480787743
